Idol Viv,Viv,1,2
1
Team 1
Croagunk,Poison Jab,Mud-slap,Taunt,Swagger,Black Sludge,Adamant,Poison Touch,31,31,31,31,31,31,108,108,0,0,0,0
Larvitar,Thrash,Rock Slide,Dig,Bite,Persim Berry,Naughty,Guts,0,31,0,0,0,31,0,108,0,0,0,108
Delibird,Present,Ice Beam,Aerial Ace,Hail,Never-Melt Ice,Docile,Vital Spirit,31,0,0,0,0,31,108,0,0,0,0,108
Team 2
Bagon,Dragon Breath,Headbutt,Brick Break,Scary Face,Liechi Berry,Naughty,Rock Head,0,31,0,0,0,31,0,108,0,0,0,108
Snubbull,Bite,Charm,Swagger,Scary Face,Scope Lens,Brave,Intimidate,31,31,0,0,0,0,108,108,0,0,0,0
Aron,Metal Claw,Aerial Ace,Metal Sound,Roar,Metal Coat,Adamant,Sturdy,31,31,0,0,0,0,108,108,0,0,0,0
Team 3
Machop,Seismic Toss,Revenge,Rock Tomb,Scary Face,Scope Lens,Adamant,No Guard,31,31,0,0,0,0,108,108,0,0,0,0
Bronzor,Confusion,Hypnosis,Confuse Ray,Gyro Ball,Sitrus Berry,Hardy,Levitate,0,31,0,31,0,0,0,108,0,108,0,0
Houndour,Crunch,Ember,Roar,Protect,Charcoal,Docile,Flash Fire,31,0,0,0,0,31,108,0,0,0,0,108
2
Team 4
Yanma,Bug Buzz,Air Slash,Double Team,Detect,Lax Incense,Modest,Speed Boost,0,0,0,31,0,31,0,0,0,108,0,108
Bonsly,Fake Tears,Rock Throw,Copycat,Low Kick,Passho Berry,Careful,Sturdy,31,0,0,0,31,0,108,0,0,0,108,0
Skorupi,Poison Sting,Bite,Scary Face,Toxic Spikes,Payapa Berry,Impish,Battle Armor,31,0,31,0,0,0,108,0,108,0,0,0
