Youngster Reese,Reese,5,6
5
Team 1
Sceptile,Leech Seed,Double Team,Dragon Pulse,Giga Drain,Leftovers,Bold,Overgrow,31,15,31,31,15,15,148,4,148,148,4,4
Tropius,Magical Leaf,Whirlwind,Aerial Ace,Steel Wing,Sitrus Berry,Hardy,Chlorophyll,31,31,10,10,10,31,148,148,0,0,0,148
Scyther,Fury Cutter,Aerial Ace,Light Screen,Double Team,Liechi Berry,Adamant,Technician,31,31,10,10,10,31,148,148,0,0,0,148
Team 2
Charizard,Flamethrower,Sunny Day,Focus Blast,Ancient Power,Charti Berry,Modest,Blaze,31,15,15,31,15,31,148,0,0,148,0,148
Hypno,Thunder Punch,Zen Headbutt,Headbutt,Drain Punch,Leftovers,Relaxed,Insomnia,31,15,31,31,15,15,148,4,148,148,4,4
Breloom,Protect,Spore,Leech Seed,Low Sweep,Toxic Orb,Jolly,Poison Heal,31,15,31,15,15,31,148,4,148,4,4,148
6
Team 3
Toxicroak,Poison Jab,Drain Punch,Sucker Punch,Flatter,Black Glasses,Adamant,Dry Skin,31,31,20,0,20,31,60,204,0,0,0,204
Steelix,Thunder Fang,Fire Fang,Ice Fang,Crunch,Occa Berry,Bold,Sturdy,31,0,31,31,20,20,204,0,204,60,0,0
Altaria,Dragon Pulse,Roost,Perish Song,Protect,Petaya Berry,Calm,Cloud Nine,31,0,20,31,31,20,204,0,0,60,204,0
