Hiker Aldo,Aldo,M
M
Team 1
Slowking,Psychic,Surf,Nasty Plot,Swagger,Bright Powder,Modest,Regenerator,31,31,31,31,31,31,252,0,4,252,0,0
Ambipom,Shadow Ball,Thunderbolt,Swift,Nasty Plot,Wise Glasses,Modest,Technician,31,0,31,31,31,31,4,0,0,252,0,252
Regirock,Stone Edge,Earthquake,Brick Break,Sandstorm,Leftovers,Careful,Clear Body,31,31,31,31,31,31,252,4,0,0,252,0
Team 2
Gengar,Hypnosis,Dream Eater,Shadow Ball,Focus Blast,Bright Powder,Timid,Cursed Body,31,31,31,31,31,31,4,0,0,252,0,252
Ambipom,Shadow Ball,Thunderbolt,Swift,Nasty Plot,Wise Glasses,Modest,Technician,31,0,31,31,31,31,4,0,0,252,0,252
Latias,Mist Ball,Dragon Pulse,Calm Mind,Safeguard,Leftovers,Bold,Levitate,31,31,31,31,31,31,252,0,252,4,0,0
Team 3
Feraligatr,Waterfall,Ice Punch,Crunch,Dragon Dance,Life Orb,Jolly,Sheer Force,31,31,31,31,31,31,20,252,0,0,0,236
Gastrodon,Scald,Earth Power,Recover,Mirror Coat,Wiki Berry,Bold,Storm Drain,31,31,31,31,31,31,252,0,252,4,0,0
Leafeon,Leaf Blade,Leech Seed,Synthesis,Protect,Leftovers,Careful,Chlorophyll,31,31,31,31,31,31,252,4,0,0,252,0
Team 4
Feraligatr,Waterfall,Ice Punch,Crunch,Dragon Dance,Life Orb,Jolly,Sheer Force,31,31,31,31,31,31,20,252,0,0,0,236
Gliscor,Earthquake,Guillotine,Substitute,Protect,Toxic Orb,Jolly,Poison Heal,31,31,31,31,31,31,252,0,100,0,0,156
Tyranitar,Earthquake,Dragon Claw,Shadow Claw,Iron Head,Quick Claw,Adamant,Sand Stream,31,31,31,0,31,31,4,252,0,0,0,252
