Fisher Bryon,Bryon,M
M
Team 1
Rampardos,Rock Polish,Stone Edge,Earthquake,Zen Headbutt,Focus Sash,Adamant,Mold Breaker,31,31,31,0,31,31,4,252,0,0,0,252
Bastiodon,Sandstorm,Thunder,Blizzard,Fire Blast,Quick Claw,Modest,Sturdy,31,0,31,31,31,31,252,0,4,252,0,0
Heatran,Flamethrower,Earth Power,Dragon Pulse,Ancient Power,Shuca Berry,Modest,Flash Fire,31,31,31,31,31,31,4,0,0,252,0,252
Team 2
Wailord,Curse,Earthquake,Waterfall,Double Team,Leftovers,Adamant,Pressure,31,31,31,31,31,31,252,252,4,0,0,0
Tentacruel,Surf,Sludge Bomb,Giga Drain,Mirror Coat,Black Sludge,Calm,Clear Body,31,0,31,31,31,31,252,0,0,4,252,0
Absol,Night Slash,Stone Edge,Perish Song,Psycho Cut,Scope Lens,Jolly,Super Luck,31,31,31,0,31,31,4,252,0,0,0,252
Team 3
Blaziken,Fire Punch,Close Combat,Acrobatics,Swords Dance,Focus Sash,Adamant,Speed Boost,31,31,31,31,31,31,4,252,0,0,0,252
Gyarados,Waterfall,Earthquake,Ice Fang,Dragon Dance,Sitrus Berry,Adamant,Intimidate,31,31,31,0,31,31,84,252,0,0,0,172
Latios,Draco Meteor,Surf,Thunderbolt,Psychic,Choice Specs,Timid,Levitate,31,31,31,31,31,31,4,0,0,252,0,252
Team 4
Blaziken,Fire Punch,Close Combat,Acrobatics,Swords Dance,Focus Sash,Adamant,Speed Boost,31,31,31,31,31,31,4,252,0,0,0,252
Gyarados,Waterfall,Earthquake,Ice Fang,Dragon Dance,Sitrus Berry,Adamant,Intimidate,31,31,31,0,31,31,84,252,0,0,0,172
Suicune,Rest,Sleep Talk,Scald,Ice Beam,Leftovers,Bold,Pressure,31,31,31,31,31,31,252,0,252,4,0,0
