Pokémon Breeder♀ Emilee,Emilee,7,M
7
Team 1
Garchomp,Outrage,Swords Dance,Stone Edge,Earthquake,Persim Berry,Jolly,Rough Skin,31,31,25,0,25,31,36,220,0,0,0,252
Flareon,Will-o-wisp,Flare Blitz,Iron Tail,Quick Attack,Charcoal,Adamant,Flash Fire,31,31,31,31,31,31,220,220,44,0,0,0
Salamence,Fly,Aerial Ace,Steel Wing,Roost,Cheri Berry,Adamant,Intimidate,31,31,25,0,25,31,44,220,0,0,0,220
Team 2
Glaceon,Mirror Coat,Tail Whip,Sand Attack,Last Resort,Leftovers,Modest,Ice Body,31,0,25,31,25,31,220,0,0,220,0,44
Tyranitar,Dark Pulse,Ice Beam,Flamethrower,Ancient Power,Expert Belt,Modest,Sand Stream,31,0,25,31,25,31,44,0,0,220,0,220
Flareon,Will-o-wisp,Flare Blitz,Iron Tail,Quick Attack,Charcoal,Adamant,Flash Fire,31,31,31,31,31,31,220,220,44,0,0,0
M
Team 3
Cresselia,Psychic,Ice Beam,Shadow Ball,Energy Ball,Wise Glasses,Modest,Levitate,31,31,31,31,31,31,252,0,0,252,0,4
Hariyama,Endure,Reversal,Earthquake,Rock Tomb,Salac Berry,Jolly,Thick Fat,31,31,31,0,31,31,4,252,0,0,0,252
Rapidash,Flare Blitz,Megahorn,Horn Drill,Poison Jab,Focus Band,Adamant,Flame Body,31,31,31,0,31,31,4,252,0,0,0,252
Team 4
Espeon,Reflect,Shadow Ball,Psychic,Morning Sun,Bright Powder,Timid,Magic Bounce,31,0,31,31,31,31,4,0,0,252,0,252
Zapdos,Drill Peck,U-turn,Steel Wing,Ancient Power,King's Rock,Jolly,Pressure,31,31,31,31,31,31,4,252,0,0,0,252
Altaria,Draco Meteor,Hyper Beam,Ice Beam,Flamethrower,White Herb,Modest,Cloud Nine,31,0,31,31,31,31,4,0,0,252,0,252
