Psychic Jasper,Jasper,4,5
4
Team 1
Pidgeot,U-turn,Feather Dance,Brave Bird,Quick Attack,Sharp Beak,Jolly,Big Pecks,31,31,10,10,10,31,148,148,0,0,0,148
Venomoth,Bug Buzz,Psybeam,Sleep Powder,Skill Swap,Persim Berry,Quirky,Shield Dust,31,0,0,31,0,31,148,0,0,148,0,148
Sharpedo,Slash,Bite,Water Pulse,Scary Face,Scope Lens,Adamant,Speed Boost,31,31,10,10,10,31,148,148,0,0,0,148
Team 2
Seviper,Poison Tail,Bite,Glare,Screech,Scope Lens,Hardy,Shed Skin,31,31,10,10,10,31,148,148,0,0,0,148
Zangoose,Slash,Double Kick,Roar,Quick Attack,Persim Berry,Hardy,Toxic Boost,31,31,10,10,10,31,148,148,0,0,0,148
Primeape,Cross Chop,Stomping Tantrum,Swagger,Thief,Sitrus Berry,Quirky,Defiant,31,31,0,0,0,31,148,148,0,0,0,148
5
Team 3
Mr. Mime,Psychic,Reflect,Light Screen,Mimic,Sitrus Berry,Bold,Filter,31,15,31,31,15,15,148,4,148,148,4,4
Octillery,Octazooka,Ice Beam,Psychic,Protect,Leftovers,Modest,Moody,31,10,10,31,10,31,148,0,0,148,0,148
Girafarig,Psybeam,Thunderbolt,Wish,Skill Swap,Petaya Berry,Quiet,Sap Sipper,31,0,0,31,31,0,148,0,0,148,148,0
