Waiter Kevon,Kevon,M
M
Team 1
Manectric,Thunderbolt,Overheat,Roar,Thunder Wave,Shuca Berry,Timid,Lightning Rod,31,0,31,31,31,31,4,0,0,252,0,252
Torterra,Frenzy Plant,Double Team,Hyper Beam,Leech Seed,Bright Powder,Modest,Overgrow,31,0,31,31,31,31,252,0,4,252,0,0
Armaldo,Sandstorm,Brick Break,Aerial Ace,Giga Impact,Focus Band,Brave,Battle Armor,31,31,31,31,31,31,252,252,4,0,0,0
Team 2
Breloom,Spore,Substitute,Bulk Up,Rock Tomb,Toxic Orb,Jolly,Poison Heal,31,31,31,0,31,31,252,4,0,0,0,252
Arcanine,Endure,Reversal,Flare Blitz,Play Rough,Salac Berry,Jolly,Intimidate,31,31,31,0,31,31,4,252,0,0,0,252
Golduck,Swagger,Psych Up,Waterfall,Cross Chop,Muscle Band,Adamant,Cloud Nine,31,31,31,31,31,31,4,252,0,0,0,252
Team 3
Drifblim,Baton Pass,Will-o-wisp,Strength Sap,Minimize,Sitrus Berry,Timid,Unburden,31,31,31,31,31,31,252,0,4,0,0,252
Gliscor,Earthquake,Guillotine,Substitute,Protect,Toxic Orb,Jolly,Poison Heal,31,31,31,31,31,31,252,0,100,0,0,156
Nidoqueen,Sludge Wave,Ice Beam,Thunderbolt,Flamethrower,Life Orb,Modest,Sheer Force,31,31,31,31,31,31,4,0,0,252,0,252
Team 4
Drifblim,Baton Pass,Will-o-wisp,Strength Sap,Minimize,Sitrus Berry,Timid,Unburden,31,31,31,31,31,31,252,0,4,0,0,252
Breloom,Spore,Substitute,Bulk Up,Rock Tomb,Toxic Orb,Jolly,Poison Heal,31,31,31,0,31,31,252,4,0,0,0,252
Glalie,Double Team,Sheer Cold,Rest,Sleep Talk,Leftovers,Timid,Moody,31,0,31,31,31,31,252,0,4,0,0,252
